"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C6orf89",0.131453041628871,-0.0878188297984732,0.33,0.367,1
"IQSEC1",0.131558645366011,0.0386762648127856,0.57,0.526,1
"SC5D",0.131601283309278,0.153667942824722,0.219,0.192,1
"SPAG16",0.131788809183067,-0.213412001584648,0.086,0.107,1
"TNFRSF10D",0.131814764865149,0.533054398196517,0.058,0.045,1
"AC073896.2",0.131834165704081,-0.302418729216693,0.063,0.081,1
"KMT5A",0.131845010057794,0.213806647863961,0.241,0.221,1
"HMCES",0.131884357413137,-0.214461076861469,0.322,0.35,1
"CNIH3",0.1318913402572,-0.375047348628764,0.034,0.048,1
"SUGP2",0.131984005944129,-0.170579305832908,0.244,0.277,1
"MED16",0.132100589947938,-0.145139713652672,0.288,0.319,1
"LUC7L",0.132138881292316,0.108965600034249,0.492,0.469,1
"METTL25",0.132186341959862,-0.191659692452749,0.12,0.144,1
"FANCE",0.132275767581746,0.432060055550052,0.09,0.074,1
"AL078622.1",0.132439326209487,0.861605727195677,0.014,0.008,1
"BPGM",0.132475448218796,-0.225636744010565,0.116,0.139,1
"RAB8A",0.132524787347949,-0.0700205786097818,0.447,0.483,1
"TMEM203",0.132568075033408,0.152608173550344,0.368,0.341,1
"RNF141",0.132587573736487,0.0945702497093537,0.305,0.275,1
"DHRS4L2",0.132635204300937,-0.240427725405245,0.083,0.103,1
"HYLS1",0.132714914025053,-0.372155143827034,0.054,0.069,1
"NNT",0.132770163281578,-0.112406944593846,0.258,0.296,1
"AC104806.2",0.132964304066337,0.532063668080155,0.047,0.034,1
"GNPTG",0.133068148180706,-0.119748652163539,0.475,0.521,1
"AL592166.1",0.133190534961093,-0.652549953577222,0.008,0.016,1
"PER2",0.133219274384125,0.209341728678089,0.192,0.169,1
"AC233755.2",0.133356921220054,-2.26995626980228,0.023,0.014,1
"POMK",0.133364691761222,-0.528245354879824,0.024,0.035,1
"FPGS",0.133370596543444,-0.115208538799838,0.398,0.43,1
"PKIA",0.133394473113965,0.22236552816451,0.261,0.237,1
"NEDD4",0.133431930512873,-0.470041856853379,0.025,0.037,1
"YBX1",0.133449557908121,-0.0655053059468869,0.997,0.998,1
"INCENP",0.133456241966042,-0.311023532689436,0.047,0.062,1
"AC025569.1",0.133484283199567,0.464651777332268,0.068,0.053,1
"MRPL23",0.133536051188926,-0.128388184042057,0.234,0.268,1
"RNPS1",0.133582856858598,0.0440947557376023,0.85,0.844,1
"AC010883.3",0.133617112770848,0.342051468381099,0.078,0.062,1
"DOCK6",0.133710190820133,-0.992103708337391,0.01,0.018,1
"IL16",0.133815015993076,-0.151511437696339,0.698,0.696,1
"GUCA1B",0.133819088256863,0.907327830493736,0.017,0.01,1
"TOB2",0.13387416473149,0.155179824236148,0.299,0.275,1
"ZNF473",0.134013278323213,-0.297895979876308,0.085,0.104,1
"RASAL2",0.134064564947273,-0.606252455846633,0.008,0.016,1
"SLC16A6",0.13409645304851,-0.297716401922812,0.062,0.079,1
"SLC39A6",0.134101056606821,-0.253668193434656,0.19,0.216,1
"AC073475.1",0.134135978835566,0.509847021057639,0.042,0.031,1
"AC073167.1",0.134168511857508,0.164763698026575,0.131,0.11,1
"MICU1",0.134239197506688,-0.114222372407017,0.243,0.275,1
"SFI1",0.134326194259429,-0.14735632568319,0.306,0.342,1
"TNRC6C-AS1",0.134347018934541,0.264883401064723,0.104,0.086,1
"MYO1B",0.134412252091513,0.631381611318217,0.023,0.014,1
"DPF2",0.134555866826106,-0.181808172148581,0.281,0.308,1
"SNX32",0.134565998582793,-0.600273755248678,0.008,0.016,1
"MINDY2",0.134570762439379,-0.102898690123878,0.197,0.231,1
"ARG2",0.13459853495038,-0.194061657212419,0.031,0.044,1
"PBX4",0.134602075270113,0.0583878137779874,0.389,0.353,1
"ABCB7",0.134801819322708,0.180994338280992,0.36,0.338,1
"LSS",0.134841469641564,-0.229277379971688,0.1,0.122,1
"THEM6",0.134963382978029,-0.102852991611847,0.113,0.137,1
"LDLR",0.135039500846565,-0.274492769058327,0.183,0.209,1
"TSEN2",0.135066482497192,-0.302189504439736,0.055,0.071,1
"EXOSC4",0.135080586731433,-0.184897915815533,0.08,0.101,1
"AC068724.3",0.135104782990018,0.247503901052064,0.171,0.148,1
"AC005920.2",0.135136428456683,-0.322006333087892,0.018,0.029,1
"FSCN1",0.135278282501081,-0.209353655169458,0.055,0.072,1
"MIR155HG",0.135354800302704,-0.23583332617902,0.162,0.188,1
"AC092683.1",0.135377052828656,0.380554083227181,0.103,0.086,1
"SNX17",0.1353869676681,-0.087593512067326,0.618,0.639,1
"AC008892.1",0.135393274536238,0.226103218350373,0.114,0.094,1
"FOXJ3",0.135401080173845,-0.120739251796785,0.454,0.481,1
"IGLV1-41",0.135417629072105,-2.91021639791836,0.017,0.01,1
"CASP8AP2",0.135433834333894,0.192706567228699,0.295,0.274,1
"TMSB15B-AS1",0.135467679155178,0.543292366936466,0.041,0.03,1
"STT3B",0.135491168659554,-0.138161227552698,0.68,0.687,1
"AC142472.1",0.135907057689702,0.872977810893727,0.017,0.01,1
"NRIP3",0.136002099603397,-0.817532438952822,0.018,0.028,1
"GIT1",0.136099400928142,-0.148276805151473,0.231,0.262,1
"CDYL",0.136241004035749,-0.135270311018092,0.291,0.329,1
"ALDH6A1",0.13634347297963,-0.25089132552615,0.116,0.139,1
"AL135999.1",0.136365957262177,-0.37977513634543,0.03,0.042,1
"PSMD7",0.13636804904415,-0.0850393873531918,0.739,0.764,1
"CD6",0.136628617825127,-0.103077663683881,0.728,0.6,1
"AP003717.1",0.136633566433709,0.454577136482746,0.048,0.036,1
"NRG2",0.136668179769346,-0.527531949913455,0.027,0.039,1
"BORCS7",0.136794749285306,-0.0921413328150786,0.378,0.415,1
"AC009113.1",0.136861019906163,0.780417410770354,0.02,0.012,1
"LINC00294",0.137101356047216,0.894677429798797,0.017,0.01,1
"CYB5D2",0.137161437789464,-0.191050557598305,0.106,0.129,1
"ALKBH8",0.137385850692027,0.327332441295227,0.102,0.084,1
"AC008269.1",0.137395022118373,-0.672036567324758,0.006,0.012,1
"ETV7",0.137441822058885,-0.662525062860706,0.021,0.032,1
"FOXK2",0.137441873040291,-0.175020866668772,0.355,0.384,1
"CLASP2",0.137492127920558,0.123815207140787,0.536,0.503,1
"AC099489.1",0.137532917717509,-0.526140746802256,0.031,0.044,1
"AC126121.3",0.137542693468553,-0.684196040185383,0.006,0.012,1
"TMC3-AS1",0.137635651513903,0.886516905273055,0.024,0.016,1
"RNF212",0.137640338844219,0.425822758848875,0.034,0.024,1
"TRAPPC10",0.137649898498424,-0.118486267106871,0.592,0.62,1
"AL355490.2",0.137666172547938,0.584023201911261,0.017,0.01,1
"MRPS17",0.137845061092813,-0.137417829905217,0.137,0.162,1
"SLC25A17",0.137887319013872,-0.177283540046829,0.1,0.121,1
"SUOX",0.137912407242805,-0.510385168303312,0.006,0.012,1
"AATK",0.138022866701421,0.580975209222721,0.02,0.012,1
"TTC28",0.138097275178286,-1.02470432321724,0.011,0.02,1
"HLTF",0.138110652350259,-0.18094885080789,0.093,0.113,1
"ABR",0.13821156757362,-0.239589669123914,0.291,0.316,1
"ING4",0.138237188390201,-0.153462079872474,0.243,0.275,1
"C3AR1",0.138264554812279,-0.788103682683966,0.014,0.023,1
"GALT",0.13838908458067,0.0833888371797962,0.409,0.371,1
"RARA",0.138394271257434,0.0970421151001838,0.588,0.569,1
"ZNF529",0.138588552446048,0.125384480714646,0.262,0.232,1
"LIPE",0.138589083011055,0.409854330948333,0.107,0.09,1
"AC025442.2",0.138968944025542,-0.354534270892557,0.045,0.06,1
"PLD3",0.139083343749805,-0.114392832934319,0.408,0.451,1
"UQCRB",0.139092576720653,0.0534237703379183,0.997,0.987,1
"NHP2",0.139193174079985,-0.0878650332989925,0.7,0.714,1
"FASTK",0.13927070235123,0.14295952603799,0.44,0.414,1
"ZCCHC17",0.139343612141831,-0.144544869413,0.219,0.249,1
"SMARCAD1",0.139361205888822,-0.160057636174043,0.173,0.2,1
"FAM201A",0.139361973920009,-0.491931901172053,0.01,0.018,1
"SLC25A35",0.139366262008647,-0.31655368795055,0.058,0.075,1
"STK3",0.1395956222561,-0.346827912497079,0.071,0.089,1
"ZSCAN21",0.139709133702532,-0.341343842897637,0.038,0.052,1
"ZFYVE19",0.139713024567723,-0.294592790756072,0.093,0.114,1
"KLF5",0.139764848255505,0.381573068737094,0.056,0.043,1
"ZNF284",0.139797704880089,0.613207305645484,0.031,0.021,1
"LINC02021",0.139838993346395,-0.444559122476814,0.011,0.02,1
"PCSK1N",0.140067770214737,0.382656757745221,0.118,0.1,1
"PACSIN2",0.140103756861021,-0.111106603275245,0.252,0.29,1
"R3HDM2",0.14023168891825,0.109660079923082,0.669,0.66,1
"ADAMTS6",0.14025499808907,0.309929832198265,0.118,0.1,1
"BOLA3",0.140395253296165,-0.171950551120936,0.305,0.337,1
"ABAT",0.140402245024258,-0.291958406043252,0.068,0.086,1
"ERO1B",0.140403463240556,0.0746977628023477,0.374,0.344,1
"DNAJC6",0.140454388669662,0.514813716062471,0.041,0.03,1
"POLR2J",0.140475031589507,-0.112236483671812,0.401,0.44,1
"PRPF18",0.140559688564207,-0.109217485419299,0.298,0.336,1
"PTGER4",0.140595067455575,-0.0322539084996646,0.776,0.702,1
"EPN2",0.14063863548552,0.273595204216833,0.099,0.081,1
"MYL9",0.14065898985314,0.339200454383057,0.031,0.021,1
"ZNF555",0.140661076122495,-0.468067250239586,0.021,0.032,1
"RBM42",0.140681002091041,-0.0800753917164336,0.457,0.49,1
"AC034236.2",0.140683502141263,0.481909737760012,0.062,0.048,1
"DPP9",0.140752655380489,-0.172643321337083,0.33,0.361,1
"FAM120A",0.140801040884661,-0.11091884059115,0.498,0.53,1
"AC008549.2",0.140881795478556,1.23486994355342,0.013,0.007,1
"ZNF441",0.14100665681009,0.382895700716982,0.063,0.049,1
"SHQ1",0.141115711582664,-0.0978448954752613,0.1,0.122,1
"COTL1",0.141115803569,-0.327820087728228,0.987,0.955,1
"CENPS",0.14113437326515,-0.367536924835493,0.052,0.068,1
"GIN1",0.141278423053778,-0.422275331322409,0.032,0.045,1
"NXN",0.141477960722811,1.19838424962463,0.013,0.007,1
"TRAV22",0.141494270832004,0.510278548147883,0.027,0.018,1
"CDC42SE1",0.141507293104013,-0.0821474852042835,0.797,0.802,1
"TRMT11",0.141573713249379,0.145406936538985,0.185,0.161,1
"VPS52",0.141638415995582,-0.169414687495588,0.158,0.183,1
"TAF4B",0.141696002029876,0.21514754646872,0.293,0.265,1
"KIF15",0.141751508244257,-0.644443754357853,0.014,0.023,1
"RNF25",0.141772551818959,0.213262435284975,0.155,0.135,1
"ZNF70",0.141774353994715,-0.550301385980635,0.011,0.02,1
"AL358790.1",0.141774353994715,0.755997239823022,0.024,0.016,1
"TMEM173",0.141781924162309,-0.268439556135385,0.368,0.381,1
"AP000873.2",0.14185640003525,-0.273302521581138,0.049,0.065,1
"PARP6",0.141883880683609,0.107063489127989,0.375,0.347,1
"ABCC10",0.141938423479294,-0.158887538194906,0.116,0.14,1
"AC016876.1",0.142031287979107,-0.235754700064893,0.066,0.084,1
"AC121761.1",0.142049029736951,0.562297554654607,0.027,0.018,1
"ARHGAP45",0.142208213966506,-0.0746336469241561,0.896,0.905,1
"HPS5",0.142287143157344,0.153330187090138,0.236,0.213,1
"LINC01730",0.142397393941049,-0.936391791011483,0.007,0.014,1
"PXDNL",0.142402577461959,-0.67537456520526,0.014,0.023,1
"DHPS",0.142404047534437,0.133660985926329,0.549,0.526,1
"CHI3L2",0.142429367032014,-0.513351165747242,0.073,0.091,1
"MTX3",0.142444011995007,0.251814238721221,0.134,0.115,1
"PGAP1",0.142524183395829,0.221969478542875,0.12,0.102,1
"CHIT1",0.142590265243302,1.01153447359569,0.013,0.007,1
"AC010149.1",0.1426445409787,0.488302273575799,0.087,0.072,1
"NAA60",0.142660111230069,-0.162953419784485,0.22,0.249,1
"PBDC1",0.142782955914399,-0.159879692064073,0.302,0.331,1
"LINC02316",0.142847901723803,1.0572019972453,0.013,0.007,1
"FBXO31",0.142889629339307,-0.209835841825408,0.2,0.229,1
"TARBP1",0.14294387841132,-0.149491206334162,0.181,0.209,1
"AC078785.1",0.142982204987003,0.40479644013215,0.062,0.048,1
"NUF2",0.142989952161058,-0.49960279298046,0.018,0.028,1
"CHST14",0.143318584188943,-0.203885798604283,0.059,0.076,1
"CRELD1",0.143403594032099,-0.161313249311453,0.172,0.199,1
"ZNF385A",0.143407830796446,-0.387968735543519,0.059,0.045,1
"SPRED3",0.143450442756013,1.14465874756823,0.013,0.007,1
"LXN",0.143583683436605,-0.172266071871658,0.066,0.085,1
"LIN54",0.143588177838054,-0.133198034044604,0.144,0.168,1
"EIF2B4",0.143597436397116,-0.193177279288594,0.158,0.183,1
"ZNF550",0.143628962224122,0.354528233308766,0.078,0.062,1
"EPS15",0.143692256772587,-0.114911618445852,0.653,0.705,1
"MAGI2",0.143717678201002,-0.922671281155689,0.004,0.01,1
"AL161781.2",0.143719777228049,0.301332215037301,0.052,0.039,1
"RASSF6",0.143764745399772,0.580483622201516,0.063,0.05,1
"HSP90AA1",0.143772279162443,-0.0894157106435611,0.999,0.994,1
"ZNF638",0.143781285169825,0.125461646519816,0.573,0.553,1
"YBEY",0.143846063448405,-0.203784150094657,0.189,0.216,1
"LEPR",0.143878201516331,-0.535873096217434,0.017,0.027,1
"PRPF8",0.143955173437924,0.0762443726641761,0.717,0.693,1
"ASTN2",0.144004729158874,-0.248290109008801,0.038,0.052,1
"AL132639.2",0.144024427475548,-0.265772870595233,0.018,0.028,1
"ARL15",0.144060800211229,-0.178827042630265,0.329,0.356,1
"LRRC8D",0.144087798275502,0.161458065020852,0.257,0.234,1
"PRKAR1B",0.144107189182462,-0.17326166265298,0.159,0.183,1
"HIST1H1C",0.144126855352307,-0.246263366649905,0.56,0.577,1
"TBC1D19",0.144258388340605,-0.265091442001884,0.166,0.191,1
"BX890604.2",0.144281302411379,0.23312640815187,0.202,0.179,1
"GAREM1",0.144295900854491,0.493825457087119,0.032,0.023,1
"PPP3CC",0.144316654632632,-0.0855289244429974,0.803,0.827,1
"PAX8",0.144344277034937,0.786730791695045,0.021,0.014,1
"RALGPS1",0.144450329490802,0.248798744544494,0.147,0.126,1
"AC011379.2",0.144456450164063,-0.774382067198088,0.007,0.014,1
"TMEM262",0.144481321784208,-0.862287814644608,0.004,0.01,1
"AC104187.1",0.144651441904956,-0.868923943940167,0.004,0.01,1
"GPR63",0.144651441904956,-0.855813309302445,0.004,0.01,1
"CORO6",0.144670751719414,-0.715608547170476,0.007,0.014,1
"AC079385.1",0.144736559504025,-0.748561925520731,0.004,0.01,1
"SDHAF1",0.144803731553452,-0.202886548956633,0.134,0.158,1
"MBOAT1",0.14486199324725,0.371040991590914,0.099,0.082,1
"AC245452.1",0.144906909825374,-0.771715724903445,0.004,0.01,1
"MCTP1",0.144992287944822,-0.607152629985881,0.035,0.048,1
"VPS36",0.145061137482968,-0.13125853223417,0.477,0.505,1
"HOOK2",0.145063713209458,0.0888086469094,0.443,0.418,1
"C16orf86",0.145119771330081,-0.406841113975949,0.044,0.058,1
"AC027031.2",0.145179261421592,0.842736704675836,0.021,0.014,1
"AC073072.1",0.145243644968405,0.930580554880486,0.021,0.014,1
"GNAT2",0.145269765158198,0.911727383036017,0.013,0.007,1
"DCAF10",0.145372095078769,0.132931489961792,0.283,0.259,1
"PM20D1",0.145418882434314,-0.802134110713522,0.004,0.01,1
"AL355076.2",0.145420640544169,0.0142648443800533,0.182,0.155,1
"TAB1",0.145451436843417,-0.223931074801835,0.118,0.142,1
"UBXN10",0.145458608672616,-0.726481964987753,0.007,0.014,1
"LINC02320",0.145620022537028,-0.517228543298947,0.031,0.043,1
"VEGFA",0.145649397154518,-1.3950921796383,0.021,0.031,1
"BFSP1",0.145674047918535,-0.652036858441279,0.007,0.014,1
"AC009041.1",0.145732455649392,-0.400438339354602,0.032,0.045,1
"SHLD3",0.145748075624381,-0.313706257078763,0.049,0.065,1
"CEP57",0.145761830850157,0.0674816389322729,0.58,0.553,1
"WRNIP1",0.145908598285638,-0.152149145000631,0.357,0.39,1
"MAD2L1",0.145920467265385,-0.289811742965971,0.086,0.105,1
"ARNT",0.145975357739041,-0.156902015379268,0.166,0.193,1
"AC010331.1",0.145979964797502,-0.387093089017932,0.017,0.027,1
"GKAP1",0.145986787235953,0.262947310196886,0.299,0.279,1
"AC026785.2",0.146033656078357,-0.597412343274968,0.007,0.014,1
"GALK1",0.14606093319498,-0.177689615490582,0.121,0.146,1
"HSPA1A",0.146099644636037,-0.748428059138803,0.09,0.11,1
"SNORC",0.14627524665287,-0.585719395649612,0.004,0.01,1
"LINC02201",0.146317282754461,0.805589086917601,0.013,0.007,1
"TINF2",0.14632227516606,0.118998344721103,0.502,0.48,1
"ARL14",0.146580063041055,0.69070852701541,0.013,0.007,1
"ARRDC1",0.146604538958395,-0.165177922257733,0.427,0.448,1
"HIST1H2AL",0.146653273549497,-0.343555804626413,0.041,0.055,1
"AC009570.2",0.146702996852019,-0.581530993110049,0.017,0.027,1
"AL355353.1",0.146725238045258,-0.403655987220932,0.013,0.021,1
"OSBP",0.14675998830958,0.103421181125569,0.482,0.455,1
"RPP38-DT",0.14677662072207,-0.875915762625698,0.008,0.016,1
"MAP1LC3B2",0.14682855416052,-0.250273723977499,0.051,0.066,1
"PGRMC2",0.1468529866707,-0.161799151432001,0.331,0.361,1
"BCAT2",0.146887812259718,-0.155628871922084,0.173,0.204,1
"SNAI3-AS1",0.147057054679101,-0.218594032465352,0.035,0.049,1
"LAMA5",0.147157744009633,0.467754948397823,0.054,0.041,1
"MKLN1-AS",0.147191819667499,0.985613122169156,0.018,0.011,1
"ZNF292",0.147220281163303,0.0823135419222009,0.762,0.749,1
"ESS2",0.147259108995626,-0.0905476006537462,0.135,0.162,1
"RHOQ",0.147444410907394,-0.058874154634017,0.385,0.341,1
"RCN2",0.147483749516965,0.0978259645003741,0.559,0.546,1
"BAG5",0.147535386266555,0.200553706406824,0.368,0.346,1
"AGA",0.147560012927228,-0.119709011256008,0.22,0.253,1
"AC104984.2",0.147624007840295,-0.525172566467379,0.007,0.014,1
"SYVN1",0.147821044041016,0.0868735075967055,0.372,0.341,1
"MT-ND5",0.147840858234328,-0.00737498689382043,1,1,1
"RTL6",0.147859634115835,-0.385069036509511,0.049,0.065,1
"CCDC180",0.148400869837819,-0.208897716118751,0.038,0.052,1
"RLF",0.148482657792399,0.0635116636839073,0.609,0.585,1
"AC244197.2",0.148600098509414,-0.279344173154997,0.071,0.088,1
"ALKBH4",0.148621925351692,-0.23952721557646,0.096,0.115,1
"TET2-AS1",0.148733987682083,0.518253483030419,0.032,0.023,1
"ERCC2",0.148786094709027,-0.33918307797397,0.087,0.106,1
"CREBRF",0.148888061601381,0.0884574626478097,0.604,0.588,1
"TBL2",0.148983086363719,-0.269188375301049,0.063,0.081,1
"ACSL4",0.148999832700952,-0.237309689119538,0.202,0.225,1
"PAICS",0.149053632462132,-0.209127492030096,0.216,0.242,1
"NUP107",0.149152907455781,0.129673678082503,0.336,0.316,1
"TLR9",0.14923845890379,0.273734610770631,0.066,0.052,1
"CCZ1B",0.149239334902801,-0.290936258178457,0.102,0.122,1
"RNF24",0.149246615707177,-0.220482601387784,0.135,0.158,1
"CCDC84",0.14930329624127,0.204117638223974,0.213,0.192,1
"APRT",0.149377283225289,-0.0745198778092653,0.968,0.959,1
"ZNF772",0.149391880102183,0.793868961394032,0.018,0.011,1
"TOR1A",0.149476222931461,-0.154220939322705,0.188,0.217,1
"UBAC2",0.14953819930459,-0.0931196675078992,0.669,0.687,1
"DYNLT1",0.149676543454722,0.0369530799050323,0.749,0.714,1
"REV1",0.1496820034551,-0.0772082568951993,0.298,0.338,1
"LINC00641",0.149729477714566,-0.40167686574095,0.027,0.038,1
"GTF2IRD1",0.149787018684483,-0.772052654757742,0.008,0.016,1
"AKAP3",0.149796911757476,0.922979949889102,0.016,0.009,1
"PAX8-AS1",0.149877984125413,-0.254933061351692,0.068,0.086,1
"PIGH",0.149944984468708,-0.190614876885632,0.312,0.337,1
"AC078883.1",0.149952865312729,-0.256677205642141,0.109,0.13,1
"IMPAD1",0.150110864602766,-0.242020255235404,0.195,0.215,1
"ANKRD54",0.150131069102222,-0.204483132442185,0.162,0.186,1
"CLIP1",0.150161099604614,-0.0672856867602456,0.399,0.432,1
"SIRPA",0.150270256576562,-0.786941992597883,0.008,0.016,1
"AC006538.3",0.150270661960128,0.821510426006027,0.016,0.009,1
"ANO10",0.150384186216467,-0.281983039553225,0.096,0.115,1
"GMEB2",0.150557248063795,0.222884065230596,0.289,0.271,1
"EIF3B",0.150688595304174,-0.102546199929133,0.606,0.634,1
"C1orf131",0.150877460908999,-0.165070966488797,0.19,0.22,1
"SKIL",0.150914861341505,0.0562074166285977,0.559,0.527,1
"KLHL11",0.150918616295377,-0.129570196449141,0.161,0.186,1
"DANCR",0.150928464597444,0.0673528008942071,0.725,0.696,1
"RPL34-AS1",0.150933802312019,0.475849902649843,0.048,0.036,1
"CBY1",0.150990255675095,-0.305107842199411,0.047,0.061,1
"FOSL1",0.151080609952095,0.338048663350116,0.076,0.061,1
"PELI3",0.15110097154755,0.42969009034424,0.061,0.048,1
"RAP1A",0.151108769836861,-0.118354217879108,0.773,0.794,1
"USP28",0.151136235573141,-0.224980184781435,0.214,0.241,1
"VPS35L",0.151200041777247,-0.26549158004031,0.186,0.209,1
"TMEM123",0.151470784860046,0.00493666574088514,0.807,0.772,1
"STIMATE",0.151515103858219,-0.145908372828987,0.14,0.164,1
"GCSH",0.151530060753523,-0.227735513298886,0.13,0.153,1
"FEN1",0.151682256897632,-0.244284822393039,0.117,0.138,1
"DDX1",0.15184980377499,-0.134228462333998,0.214,0.245,1
"TRBV2",0.152118010480018,-0.498093202691052,0.052,0.067,1
"STRN",0.152147721428513,-0.184373341931544,0.269,0.299,1
"BNIP1",0.152155236283774,-0.127253125400042,0.196,0.226,1
"KIAA0825",0.152251486097628,-0.193271792482281,0.066,0.083,1
"FSIP1",0.152330837831876,-0.552235923938284,0.021,0.031,1
"VSIG1",0.15236007675697,0.268962671689018,0.144,0.125,1
"KCNK12",0.152420175200228,-0.323214862284979,0.052,0.067,1
"NUAK2",0.152491639633575,0.0891469360754993,0.203,0.178,1
"AC084018.2",0.15250563624916,-0.615781397386188,0.024,0.034,1
"ZNF57",0.152520468975931,0.661506255054126,0.025,0.017,1
"TAF5",0.152520527294772,-0.297533780509939,0.069,0.086,1
"SLC4A1AP",0.152554773832392,-0.0928594805146818,0.262,0.294,1
"ABHD6",0.152569543705155,0.346521099102775,0.107,0.09,1
"CTSB",0.152602717126525,-0.174308042245519,0.41,0.438,1
"PPT2",0.15274760500559,-0.191138468151792,0.044,0.058,1
"EBAG9",0.153157830944577,0.28599213521441,0.303,0.292,1
"PCAT1",0.153318055352088,0.107970915572724,0.251,0.223,1
"GTF3C4",0.153418980353814,0.195144427616911,0.197,0.175,1
"CDCA4",0.15352507130008,-0.217745899692592,0.186,0.211,1
"AFF1",0.153534589131911,-0.102376106812915,0.419,0.45,1
"MIGA2",0.153558218306402,0.258995076376829,0.199,0.179,1
"DDIAS",0.153612895918545,-0.430199983375432,0.023,0.033,1
