"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MOB4.4",0.000260984303186901,0.640683905427041,0.768,0.537,1,"10","MOB4"
"AC012640.2",0.000263029718089496,2.36082872139641,0.089,0.019,1,"10","AC012640.2"
"ANO10.3",0.000263765998128011,1.26412759592564,0.268,0.108,1,"10","ANO10"
"MBOAT7.2",0.000270173714244242,1.08299542601938,0.411,0.21,1,"10","MBOAT7"
"UST.3",0.000273737588110253,0.724459279098832,0.696,0.424,1,"10","UST"
"AC046130.1.1",0.000274075781397688,3.03365273972831,0.054,0.008,1,"10","AC046130.1"
"GPRIN3.8",0.000277389580598346,0.692745034914922,0.732,0.556,1,"10","GPRIN3"
"SACM1L.4",0.000279527198265679,0.953721734831204,0.518,0.292,1,"10","SACM1L"
"SNAPC2.1",0.000280230441813079,1.19700177371857,0.357,0.173,1,"10","SNAPC2"
"APBA2.8",0.000281768009895805,1.04916879610818,0.411,0.208,1,"10","APBA2"
"TMC8.7",0.000282403364030802,0.464271658007261,0.857,0.747,1,"10","TMC8"
"ODC1.9",0.000282615382138357,-0.574955421712185,0.893,0.914,1,"10","ODC1"
"WDR83OS.7",0.000284359932337174,0.558153226748384,0.893,0.814,1,"10","WDR83OS"
"CD226.7",0.00028600391439338,0.899401199552668,0.464,0.248,1,"10","CD226"
"CXCR5.10",0.000286673005270162,-1.51494567427563,0.196,0.436,1,"10","CXCR5"
"CCR1.2",0.000292038338526369,2.62675581919528,0.071,0.013,1,"10","CCR1"
"C16orf46",0.0002926328898792,1.77353373217484,0.125,0.033,1,"10","C16orf46"
"CTSH.8",0.000294128476529694,-1.12532942432564,0.375,0.595,1,"10","CTSH"
"SATB1.8",0.000302530665921914,0.648050452765866,0.643,0.394,1,"10","SATB1"
"LINC02328.3",0.000306110536121171,0.815859012815974,0.429,0.199,1,"10","LINC02328"
"ZSCAN12.1",0.000310781548390618,1.8382929327727,0.143,0.041,1,"10","ZSCAN12"
"ATP2B4.8",0.000311441367481265,0.827132068939443,0.661,0.403,1,"10","ATP2B4"
"BTRC",0.000313100231186459,1.21272190795775,0.411,0.215,1,"10","BTRC"
"PHACTR2-AS1",0.000313875314106615,3.69422722173187,0.036,0.004,1,"10","PHACTR2-AS1"
"GFI1B",0.000318873685467053,3.58496330816631,0.036,0.004,1,"10","GFI1B"
"ZNF471",0.000318873685467053,3.6267904054771,0.036,0.004,1,"10","ZNF471"
"COPB2.4",0.000318873698325023,0.931384617815442,0.554,0.319,1,"10","COPB2"
"MEX3C.1",0.000319063190650738,0.732510741337481,0.696,0.393,1,"10","MEX3C"
"FIRRE",0.000321538864314818,2.46433048541472,0.071,0.013,1,"10","FIRRE"
"AC009812.1.1",0.000321810883669711,1.85907043497117,0.196,0.072,1,"10","AC009812.1"
"HIGD2A.4",0.000324502749710479,-0.452258653092942,0.946,0.949,1,"10","HIGD2A"
"CMPK2.1",0.000325257358077876,1.55185917412484,0.161,0.05,1,"10","CMPK2"
"TMEM222",0.000326572905104115,0.855079187244408,0.607,0.332,1,"10","TMEM222"
"ARHGAP26.8",0.000327797332978639,0.843719209994063,0.643,0.386,1,"10","ARHGAP26"
"SYNE2.9",0.000333951462642049,-0.841769611399016,0.571,0.767,1,"10","SYNE2"
"ABCA2.6",0.000334774333267675,1.16535664116065,0.286,0.119,1,"10","ABCA2"
"EHD4.3",0.000335579422031483,0.89743211766608,0.607,0.407,1,"10","EHD4"
"MAPK8IP1",0.00034778319985542,1.57409639021448,0.179,0.059,1,"10","MAPK8IP1"
"PRKX.3",0.000350604374854683,0.670894432549346,0.839,0.629,1,"10","PRKX"
"DOK2.9",0.000357434995442535,0.66961207779933,0.768,0.516,1,"10","DOK2"
"INTS2",0.000359573527143642,1.60793460805442,0.196,0.07,1,"10","INTS2"
"AC100830.1",0.000364883418930605,2.74174334725444,0.071,0.014,1,"10","AC100830.1"
"EVL.9",0.000366261715141162,0.35060064636851,1,0.944,1,"10","EVL"
"FAM210A.2",0.000367315685788129,0.990699305894535,0.375,0.174,1,"10","FAM210A"
"AKAP17A",0.000368214083624161,0.682160042625136,0.804,0.578,1,"10","AKAP17A"
"RAB1B.3",0.000368390865124891,0.635199760562647,0.839,0.614,1,"10","RAB1B"
"UBA52.3",0.000368420514158936,-0.185359178285331,1,0.999,1,"10","UBA52"
"ISY1.3",0.000368761438531751,0.784801543133165,0.625,0.384,1,"10","ISY1"
"TPT1-AS1.1",0.000372211441248863,1.00697449928233,0.393,0.184,1,"10","TPT1-AS1"
"SRGAP3.1",0.000373295406453526,2.61153771214975,0.071,0.014,1,"10","SRGAP3"
"SFI1.6",0.000375920982525318,0.845217380187504,0.571,0.329,1,"10","SFI1"
"LDHA.6",0.000377191580432132,0.432178592984902,0.946,0.903,1,"10","LDHA"
"ALOX5.10",0.000377602327205794,-1.57742283499741,0.232,0.439,1,"10","ALOX5"
"SH2D2A.10",0.000381142244729702,0.811691914577348,0.607,0.366,1,"10","SH2D2A"
"ZNF607",0.000381831033441533,2.43935078550803,0.089,0.02,1,"10","ZNF607"
"SNTB1.4",0.000381849284438119,1.03908504971597,0.464,0.258,1,"10","SNTB1"
"PPDPF.6",0.000390087929858001,-0.286097647054538,1,0.996,1,"10","PPDPF"
"PRKACB.7",0.000391114581094177,0.742789212470449,0.732,0.527,1,"10","PRKACB"
"CRYBG1.2",0.000393130000865185,-0.948924098480005,0.5,0.626,1,"10","CRYBG1"
"LY9.9",0.000398258334913153,-0.564115777481941,0.518,0.722,1,"10","LY9"
"MTA1",0.000400031661264865,0.912110193344184,0.589,0.367,1,"10","MTA1"
"FCRLA.9",0.000401464453315767,-1.95483948341615,0.179,0.379,1,"10","FCRLA"
"ASL.4",0.0004026567918671,1.05944204465883,0.429,0.214,1,"10","ASL"
"PRKCH.9",0.000403459050768483,0.443187314676514,0.911,0.688,1,"10","PRKCH"
"IGF2R.5",0.000404732070929093,0.774808896212383,0.661,0.412,1,"10","IGF2R"
"IFI30.9",0.000405524518123256,-2.13446475870082,0.143,0.371,1,"10","IFI30"
"DHRS7.9",0.000405735962165918,0.487446148211187,0.911,0.674,1,"10","DHRS7"
"DNM1",0.000406970961464196,2.8607930332904,0.054,0.008,1,"10","DNM1"
"SPATA6.1",0.000409431218205811,1.6214575533364,0.161,0.051,1,"10","SPATA6"
"ZNF720",0.000414474145637807,1.11125049832336,0.393,0.194,1,"10","ZNF720"
"MKRN2OS",0.000416840106295518,2.16026019723186,0.107,0.027,1,"10","MKRN2OS"
"ZFP36.8",0.000416849160462944,0.376397051413779,1,0.994,1,"10","ZFP36"
"GBP5.7",0.000421233034138635,0.555939899587364,0.643,0.367,1,"10","GBP5"
"CMTM3.9",0.000422032954661245,0.686895164841549,0.714,0.446,1,"10","CMTM3"
"AC103724.3.3",0.000433924160091749,1.61408865724842,0.161,0.052,1,"10","AC103724.3"
"CPNE5.10",0.000442710865695127,-2.17223527942064,0.107,0.318,1,"10","CPNE5"
"FCRLB",0.000444557442860706,2.1832021024826,0.107,0.028,1,"10","FCRLB"
"MGST2.3",0.000448011089533131,2.11327895004461,0.125,0.035,1,"10","MGST2"
"AC025171.1.4",0.000454577429119025,1.04284364132347,0.393,0.194,1,"10","AC025171.1"
"TMEM123.7",0.000455439602332714,0.543839305770901,0.911,0.778,1,"10","TMEM123"
"RPE.1",0.000457666241350852,1.52608440977262,0.214,0.081,1,"10","RPE"
"MAP3K14-AS1",0.000464343770956279,1.63974869660299,0.179,0.062,1,"10","MAP3K14-AS1"
"EAF2.9",0.000466718481453957,-2.01314523871571,0.071,0.281,1,"10","EAF2"
"CPNE1.4",0.000467755855192875,0.598969002313282,0.839,0.595,1,"10","CPNE1"
"KLF6.5",0.000468430670151054,0.340041076766946,1,0.995,1,"10","KLF6"
"USP12-AS1.3",0.000481630560896268,1.67081660743745,0.161,0.052,1,"10","USP12-AS1"
"DDX5.6",0.000493375898846485,0.259409387705487,1,1,1,"10","DDX5"
"BEX2.5",0.000494168142797587,0.784141966310393,0.714,0.446,1,"10","BEX2"
"TPST1.4",0.00049851200681553,1.21977385262638,0.25,0.1,1,"10","TPST1"
"SKAP1.9",0.000499133100739594,0.44140067792229,0.946,0.73,1,"10","SKAP1"
"KRR1.2",0.000501930775811496,0.583736496109209,0.857,0.603,1,"10","KRR1"
"SNHG1.6",0.000502606347848661,0.582730491914152,0.839,0.663,1,"10","SNHG1"
"HLA-DMA.10",0.000504100876232818,-1.12827304260634,0.554,0.666,1,"10","HLA-DMA"
"MAP4K2.6",0.000505027051712778,-0.916857900969815,0.339,0.553,1,"10","MAP4K2"
"MTHFD2.6",0.000506374325983172,0.808695496693118,0.589,0.365,1,"10","MTHFD2"
"RAC1.6",0.000513135675707409,0.412880966457838,0.929,0.801,1,"10","RAC1"
"ZKSCAN1.1",0.00051500243740885,0.993145378907606,0.518,0.316,1,"10","ZKSCAN1"
"NIBAN1.6",0.000519883655546406,0.671263537540397,0.732,0.465,1,"10","NIBAN1"
"AC009542.1",0.000523491973647587,2.41956438478588,0.071,0.014,1,"10","AC009542.1"
"AP2A1.4",0.000523904379766038,0.90912379448543,0.536,0.292,1,"10","AP2A1"
"SOAT1.3",0.000525029698333247,1.11869972204487,0.446,0.243,1,"10","SOAT1"
"SAMD1",0.000528416844750923,0.788289329365292,0.518,0.279,1,"10","SAMD1"
"AC021242.3",0.000529481379172103,3.07302958265869,0.054,0.008,1,"10","AC021242.3"
"NAALADL1.2",0.000530398833253645,1.2398616909198,0.304,0.133,1,"10","NAALADL1"
"UBN2.1",0.000532118753110176,1.26654854977933,0.321,0.146,1,"10","UBN2"
"ADSS.4",0.00053642196063862,0.768933195592949,0.714,0.49,1,"10","ADSS"
"ACSS1.3",0.000545596629107103,0.899962478068718,0.571,0.342,1,"10","ACSS1"
"SIPA1.5",0.000546062238532363,0.594620181544497,0.839,0.674,1,"10","SIPA1"
"STARD10.2",0.000547072762518219,1.10595956821231,0.375,0.185,1,"10","STARD10"
"AC097662.1.3",0.000560655473137861,1.98644433615933,0.107,0.028,1,"10","AC097662.1"
"OAZ1.8",0.000561584359583689,-0.412360828044847,0.982,0.996,1,"10","OAZ1"
"ABLIM1.8",0.000562523247262148,0.586563793298187,0.857,0.66,1,"10","ABLIM1"
"SMCHD1.8",0.000565823204896425,-0.470817244909907,0.929,0.966,1,"10","SMCHD1"
"ETV5.3",0.000567777143852854,2.3806315392515,0.089,0.021,1,"10","ETV5"
"C1orf189",0.000570295287252416,3.79384220459249,0.036,0.004,1,"10","C1orf189"
"SDSL.1",0.000570295287252416,4.16132338322993,0.036,0.004,1,"10","SDSL"
"RAB24.8",0.000570733086869718,0.697723206900084,0.75,0.517,1,"10","RAB24"
"PDZD9",0.000575888219638639,3.69957350082755,0.036,0.004,1,"10","PDZD9"
"AC026356.2",0.000578703798378131,3.85916681394465,0.036,0.004,1,"10","AC026356.2"
"CCDC71.1",0.000579964638859771,1.08891994964273,0.321,0.143,1,"10","CCDC71"
"AP001107.1.1",0.000581532189632025,3.76019941523868,0.036,0.004,1,"10","AP001107.1"
"CCDC102A.3",0.000581564829907586,1.30112967795862,0.286,0.127,1,"10","CCDC102A"
"ANKRD37.6",0.000582216599925685,0.922232762266121,0.429,0.222,1,"10","ANKRD37"
"ERP29.3",0.000586465097910392,-0.392290362534936,0.929,0.973,1,"10","ERP29"
"NQO1.2",0.000588471418378303,2.03353356989214,0.125,0.036,1,"10","NQO1"
"CLIC1.7",0.000588824671310221,0.286009017623182,1,0.971,1,"10","CLIC1"
"AL136172.1",0.000590094773059633,3.7167823094361,0.036,0.004,1,"10","AL136172.1"
"STAU2.1",0.000597802613243695,0.973075307309896,0.429,0.232,1,"10","STAU2"
"SCAND1.3",0.00059849542530181,0.416173003670838,0.946,0.86,1,"10","SCAND1"
"ATG2A.5",0.000601837662643754,0.713385027840775,0.679,0.387,1,"10","ATG2A"
"AC012459.1",0.000604627014959498,3.39727541660336,0.036,0.004,1,"10","AC012459.1"
"AC034114.2",0.000607573143867043,3.47252365130192,0.036,0.004,1,"10","AC034114.2"
"AL359962.1",0.000620245751431678,5.1306940378632,0.018,0.001,1,"10","AL359962.1"
"IL3",0.000620245751431678,5.55134582070088,0.018,0.001,1,"10","IL3"
"RNF217-AS1.1",0.000620245751431678,5.03814851383301,0.018,0.001,1,"10","RNF217-AS1"
"AL355881.1.2",0.000620245751431678,5.32466642887395,0.018,0.001,1,"10","AL355881.1"
"AC022973.5",0.000620245751431678,5.12161898282265,0.018,0.001,1,"10","AC022973.5"
"ZNF503-AS1",0.000620245751431678,5.06387035437681,0.018,0.001,1,"10","ZNF503-AS1"
"AC079035.1",0.000620245751431678,4.97269903680005,0.018,0.001,1,"10","AC079035.1"
"LINC02306",0.000620245751431678,5.01727973801399,0.018,0.001,1,"10","LINC02306"
"LINC02182.1",0.000620245751431678,4.94141652929164,0.018,0.001,1,"10","LINC02182"
"AC090617.1",0.000620245751431678,4.98269283436198,0.018,0.001,1,"10","AC090617.1"
"CU638689.5",0.000620245751431678,5.10327468609471,0.018,0.001,1,"10","CU638689.5"
"EMID1.1",0.000620245751431678,5.30377631257084,0.018,0.001,1,"10","EMID1"
"SNHG20",0.00062049644083703,1.57391118669754,0.161,0.052,1,"10","SNHG20"
"SLC30A3.1",0.000625891450690023,5.03209193032582,0.018,0.001,1,"10","SLC30A3"
"TMEM17",0.000625891450690023,4.92518627606614,0.018,0.001,1,"10","TMEM17"
"FLNB-AS1",0.000625891450690023,4.69398364989592,0.018,0.001,1,"10","FLNB-AS1"
"DDIT4L.1",0.000625891450690023,3.964531255526,0.018,0.001,1,"10","DDIT4L"
"CCN2.1",0.000625891450690023,4.27973360698896,0.018,0.001,1,"10","CCN2"
"VGF.1",0.000625891450690023,5.01317289283706,0.018,0.001,1,"10","VGF"
"ADAM32",0.000625891450690023,4.92258236473701,0.018,0.001,1,"10","ADAM32"
"IGHEP2",0.000625891450690023,4.91097566246387,0.018,0.001,1,"10","IGHEP2"
"FAM166B",0.000625891450690023,4.96010523354565,0.018,0.001,1,"10","FAM166B"
"ZNF32-AS1",0.000625891450690023,4.82030717360348,0.018,0.001,1,"10","ZNF32-AS1"
"AGAP6",0.000625891450690023,4.80148604506855,0.018,0.001,1,"10","AGAP6"
"PKP3",0.000625891450690023,4.86891773716836,0.018,0.001,1,"10","PKP3"
"AC124798.2.1",0.000625891450690023,4.7822725673727,0.018,0.001,1,"10","AC124798.2"
"AC026461.3",0.000625891450690023,4.9897890673883,0.018,0.001,1,"10","AC026461.3"
"AC107982.3",0.000625891450690023,4.92195091114202,0.018,0.001,1,"10","AC107982.3"
"AC011451.3",0.000625891450690023,4.79321687753901,0.018,0.001,1,"10","AC011451.3"
"AC005914.1.1",0.000625891450690023,4.84986319299367,0.018,0.001,1,"10","AC005914.1"
"NUDT10",0.000625891450690023,4.86310300762471,0.018,0.001,1,"10","NUDT10"
"HMGCS1.5",0.000630675739347453,0.914747034710703,0.589,0.365,1,"10","HMGCS1"
"LINC01709.1",0.00063158493002681,4.78574108874442,0.018,0.001,1,"10","LINC01709"
"AC005041.4",0.00063158493002681,4.75108816734029,0.018,0.001,1,"10","AC005041.4"
"AC063952.4.1",0.00063158493002681,4.89312919219626,0.018,0.001,1,"10","AC063952.4"
"AC092674.1.1",0.00063158493002681,4.63397003226723,0.018,0.001,1,"10","AC092674.1"
"AL359643.2.1",0.00063158493002681,4.85997043912758,0.018,0.001,1,"10","AL359643.2"
"FO393414.3.1",0.00063158493002681,4.96599017398502,0.018,0.001,1,"10","FO393414.3"
"HOXA5.1",0.00063158493002681,4.29125086585091,0.018,0.001,1,"10","HOXA5"
"CHMP4C",0.00063158493002681,4.70370082074293,0.018,0.001,1,"10","CHMP4C"
"CCIN",0.00063158493002681,4.70277185281364,0.018,0.001,1,"10","CCIN"
"AL158151.3",0.00063158493002681,4.66390132829363,0.018,0.001,1,"10","AL158151.3"
"AP002498.1",0.00063158493002681,4.82561102576545,0.018,0.001,1,"10","AP002498.1"
"RPH3A.1",0.00063158493002681,4.78158018295686,0.018,0.001,1,"10","RPH3A"
"AC243562.3",0.00063158493002681,4.76433278170715,0.018,0.001,1,"10","AC243562.3"
"MPV17L.1",0.00063158493002681,4.50411600481489,0.018,0.001,1,"10","MPV17L"
"SOX15",0.00063158493002681,4.55612922840698,0.018,0.001,1,"10","SOX15"
"AC005695.3",0.00063158493002681,4.72671555755521,0.018,0.001,1,"10","AC005695.3"
"ITGB3.1",0.00063158493002681,4.17838977930776,0.018,0.001,1,"10","ITGB3"
"FARSA-AS1",0.00063158493002681,4.91504136319995,0.018,0.001,1,"10","FARSA-AS1"
"AC096642.1",0.000637326558947893,4.77982272419746,0.018,0.001,1,"10","AC096642.1"
"SCN1A-AS1",0.000637326558947893,4.67959750299664,0.018,0.001,1,"10","SCN1A-AS1"
"OBSL1.1",0.000637326558947893,4.43696662496434,0.018,0.001,1,"10","OBSL1"
"AC096586.2",0.000637326558947893,4.6159478561722,0.018,0.001,1,"10","AC096586.2"
"AL513548.4",0.000637326558947893,4.71156108425064,0.018,0.001,1,"10","AL513548.4"
"AL589645.1",0.000637326558947893,4.63440758171339,0.018,0.001,1,"10","AL589645.1"
"AL157827.2",0.000637326558947893,4.67009217247946,0.018,0.001,1,"10","AL157827.2"
"AL353147.1.1",0.000637326558947893,4.66153019160263,0.018,0.001,1,"10","AL353147.1"
"AL139407.1",0.000637326558947893,4.73371791484612,0.018,0.001,1,"10","AL139407.1"
"AF111169.3.1",0.000637326558947893,4.6974477375605,0.018,0.001,1,"10","AF111169.3"
"LINC02346",0.000637326558947893,4.71810176220382,0.018,0.001,1,"10","LINC02346"
"AC007497.2.1",0.000637326558947893,4.56848883867299,0.018,0.001,1,"10","AC007497.2"
"AC090236.1",0.000637326558947893,4.55253490493716,0.018,0.001,1,"10","AC090236.1"
"C3.1",0.000637326558947893,4.7258011721807,0.018,0.001,1,"10","C3"
"AP001053.1",0.000637326558947893,4.79552985949356,0.018,0.001,1,"10","AP001053.1"
"AP000345.2",0.000637326558947893,4.30113706537452,0.018,0.001,1,"10","AP000345.2"
"SLC5A4",0.000637326558947893,4.64135914373087,0.018,0.001,1,"10","SLC5A4"
"AL022322.2",0.000637326558947893,4.6537633998466,0.018,0.001,1,"10","AL022322.2"
"AL031595.2",0.000637326558947893,4.83796401349721,0.018,0.001,1,"10","AL031595.2"
"AC091806.1.1",0.000637326558947893,4.53849864453524,0.018,0.001,1,"10","AC091806.1"
"DNTTIP2.3",0.000642381000587101,0.524247745810823,0.893,0.679,1,"10","DNTTIP2"
"SLMAP.3",0.000644131445127986,0.737882389384766,0.625,0.409,1,"10","SLMAP"
"PINK1.1",0.000645027054188409,1.17904550976414,0.339,0.159,1,"10","PINK1"
"SNHG9.2",0.000656047298641509,0.710303568877288,0.589,0.327,1,"10","SNHG9"
"GPR68.4",0.000661833721358933,1.42037293941466,0.25,0.104,1,"10","GPR68"
"OST4.7",0.000665092771403643,-0.380893146288686,0.911,0.965,1,"10","OST4"
"JOSD2.6",0.000675745559561181,0.922443375527698,0.518,0.29,1,"10","JOSD2"
"ARRB1.6",0.000678782676445153,1.2591866219457,0.286,0.127,1,"10","ARRB1"
"HLA-DRA.10",0.000679014259317177,-1.26211174063706,0.643,0.697,1,"10","HLA-DRA"
"NPTXR.3",0.00068296416227589,2.19050261901815,0.107,0.029,1,"10","NPTXR"
"DDX3Y.6",0.000684161622390726,-3.19444456115362,0.018,0.197,1,"10","DDX3Y"
"MIR22HG.3",0.000691716685664765,0.960844979420551,0.357,0.172,1,"10","MIR22HG"
"NOP2",0.000696237003195691,0.795983734754319,0.554,0.299,1,"10","NOP2"
"PCMTD1",0.00069777025346034,0.662954590174685,0.714,0.501,1,"10","PCMTD1"
"PNOC.10",0.000699511918638044,-2.14980972367859,0.071,0.269,1,"10","PNOC"
"CCDC144A.2",0.000708387212699351,1.98285747148656,0.143,0.046,1,"10","CCDC144A"
"AL592183.1",0.000711820378833742,1.15168390888976,0.286,0.126,1,"10","AL592183.1"
"COG3.3",0.000712765566439343,0.786730879064027,0.696,0.475,1,"10","COG3"
"RBMS3.2",0.000720695693045084,2.52379664791027,0.071,0.015,1,"10","RBMS3"
"TRAPPC2.1",0.000720722498801746,0.984026442887856,0.446,0.23,1,"10","TRAPPC2"
"FTL.9",0.00072080708432736,-0.362210137174114,1,0.999,1,"10","FTL"
"HLA-B.6",0.000724698518886783,0.15546652315126,1,1,1,"10","HLA-B"
"SRSF10.4",0.000729702603320088,0.334717563082373,0.982,0.915,1,"10","SRSF10"
"IER5L.6",0.000741609007234376,0.772137336762276,0.411,0.204,1,"10","IER5L"
"NCR3.7",0.000745419676354951,0.757247310898257,0.607,0.359,1,"10","NCR3"
"HVCN1.9",0.000749498230940724,0.487462780597075,0.679,0.401,1,"10","HVCN1"
"DNASE1",0.000753229426949374,1.14936939603227,0.268,0.113,1,"10","DNASE1"
"CYSLTR2.4",0.00075366794736229,2.10451274233093,0.107,0.029,1,"10","CYSLTR2"
"TMEM67",0.000763210541173535,1.54950335389045,0.214,0.085,1,"10","TMEM67"
"TST.6",0.000773339019601511,2.34498795104199,0.107,0.029,1,"10","TST"
"AC104850.2.3",0.000780914202427782,1.60045605679664,0.179,0.064,1,"10","AC104850.2"
"UBE2S.5",0.000793962939849092,0.555095038982922,0.875,0.732,1,"10","UBE2S"
"SLC35B1.5",0.000806489412919053,0.865645409682885,0.464,0.254,1,"10","SLC35B1"
"NDUFS8.5",0.000806739059546476,0.673986452658199,0.786,0.611,1,"10","NDUFS8"
"NIN.6",0.000807994404237015,-0.753984474952849,0.518,0.676,1,"10","NIN"
"CC2D2B.1",0.000809285376572173,2.72557565914534,0.071,0.015,1,"10","CC2D2B"
"BANF1.5",0.000809663752336473,0.714432873390782,0.768,0.558,1,"10","BANF1"
"PRCP.2",0.000821473912742883,0.892248781498972,0.536,0.305,1,"10","PRCP"
"SNX2.9",0.000829060838150648,-0.822444730542461,0.607,0.737,1,"10","SNX2"
"SLAMF7.7",0.00083153302696102,0.808023750931004,0.357,0.171,1,"10","SLAMF7"
"IFNGR2.9",0.000837799868085941,-1.12917379484219,0.304,0.503,1,"10","IFNGR2"
"BTK.10",0.000838401526646228,-1.92330843134836,0.089,0.281,1,"10","BTK"
"TNFAIP8.5",0.000839399234565793,-0.549346619863327,0.554,0.751,1,"10","TNFAIP8"
"HELB.4",0.000851485427248178,0.789296071270019,0.554,0.328,1,"10","HELB"
"SLC2A3.8",0.000853178158134623,-0.564071383373532,0.875,0.93,1,"10","SLC2A3"
"ATF5.4",0.00085374110005166,1.12125678304528,0.393,0.204,1,"10","ATF5"
"SOD1.8",0.00086013380835659,-0.467097489952478,0.857,0.931,1,"10","SOD1"
"DAXX.4",0.000861675592075081,0.67418295624326,0.625,0.401,1,"10","DAXX"
"CLDND1.5",0.0008625355656058,0.836086508305202,0.804,0.621,1,"10","CLDND1"
"NOLC1.3",0.000868168191518013,0.816167998982691,0.643,0.418,1,"10","NOLC1"
"CEP89",0.000872035050677003,1.40252342033103,0.196,0.074,1,"10","CEP89"
"UGCG.8",0.000889629294760154,-1.09993912602972,0.268,0.478,1,"10","UGCG"
"CCND3.8",0.000894330858595277,0.413107832515649,0.982,0.825,1,"10","CCND3"
"GRN.7",0.000896457514125705,-1.32752353701002,0.268,0.469,1,"10","GRN"
"XIST.3",0.000897936709137757,0.569278739806822,0.696,0.449,1,"10","XIST"
"TRBV23-1",0.000908701144468555,2.88529421526474,0.054,0.009,1,"10","TRBV23-1"
"SLFN5.8",0.000909622483771903,0.590334384367264,0.661,0.404,1,"10","SLFN5"
"STK24.3",0.00091822797632146,-0.64241135299529,0.643,0.728,1,"10","STK24"
"STK38.6",0.000919318224503016,0.628052691497174,0.804,0.571,1,"10","STK38"
"ZNF844.5",0.000928657679996439,1.02186631355183,0.286,0.124,1,"10","ZNF844"
"FBXW9.2",0.000936516728954929,1.92891778739518,0.125,0.038,1,"10","FBXW9"
"PXN.8",0.000938251155092216,0.75385700675624,0.679,0.454,1,"10","PXN"
"CACNA2D4.6",0.000946926542297258,1.53542476693415,0.232,0.099,1,"10","CACNA2D4"
"C17orf53.2",0.000948270874560885,2.10865123716963,0.107,0.03,1,"10","C17orf53"
"ISOC1.4",0.00094997141793308,1.20673907990301,0.339,0.17,1,"10","ISOC1"
"COQ7",0.00095465828507689,0.972835356806094,0.482,0.26,1,"10","COQ7"
"SERTAD2.5",0.000967234530079823,0.750914914338233,0.607,0.371,1,"10","SERTAD2"
"C19orf18",0.000967635626201072,3.73119900273293,0.036,0.004,1,"10","C19orf18"
"MAP4K1.9",0.000981133628709697,-0.660140709119797,0.482,0.677,1,"10","MAP4K1"
"ATL2.1",0.000990592775531727,0.813762227611818,0.464,0.248,1,"10","ATL2"
"PEX11A",0.000991357169425294,2.85338892421401,0.054,0.009,1,"10","PEX11A"
"CCDC18-AS1.7",0.00099229296833658,0.551223182275518,0.804,0.635,1,"10","CCDC18-AS1"
"AL513320.1",0.000994341622748544,3.71170283053135,0.036,0.004,1,"10","AL513320.1"
"ENPP3",0.000994341622748544,3.93222362221027,0.036,0.004,1,"10","ENPP3"
"FBXO27",0.000994341622748544,3.59771205940309,0.036,0.004,1,"10","FBXO27"
"BCLAF1.7",0.000994959471515947,0.379842803405838,0.946,0.932,1,"10","BCLAF1"
"SORL1.6",0.000997493256098931,0.498584362763179,0.804,0.555,1,"10","SORL1"
"JMJD1C-AS1",0.00100339418562871,3.68959648805965,0.036,0.004,1,"10","JMJD1C-AS1"
"AC147651.1",0.00100794902183122,3.47639107390567,0.036,0.004,1,"10","AC147651.1"
"MADD.4",0.0010083538147937,0.920209610972253,0.5,0.299,1,"10","MADD"
"AC105916.1.1",0.00101362910262842,2.80527281667636,0.071,0.015,1,"10","AC105916.1"
"AL132996.1.3",0.00101592116198294,1.63268382846275,0.179,0.066,1,"10","AL132996.1"
"IDH1-AS1",0.00101711616708871,3.53288487473655,0.036,0.004,1,"10","IDH1-AS1"
"HLA-DOB.8",0.00102604476813303,-1.80405442550422,0.089,0.284,1,"10","HLA-DOB"
